Subject;Author;Date;Time;HTML Article
OlPo - LSD otteluraportti;Joonas Grönlund;2001-01-30;20:44:50;<p>Ensimmäiselle jaksolle asetettiin joukkue: Hämäläinen, Mälkki, Jokinen ja Vuoti. Kohtuullisesti heitto sujuikin, ja tauolle siirryttiin OlPon johdossa 21 - 30. Erityisesti Hämäläisen avausheitto oli kunnossa.</p><p><br></p><p>Toiseen jaksoon haettiin voimaa tuoreista miehistä, ja kentälle karttua iskemään laitettiin: Hämäläinen, Grönlund, Vuoti ja Kokkonen. Eli jopa surkeaksi pelaajaksi osoittautunutta kapteenia uskallettiin peluuttaa. Hämäläinen suoritti tyylikkään avausheiton, yksi pihalle... Grönlund jatkoi lähes yhtä tyylikkäästi, molemmilla heitoilla yksi pihalle :) Onneksi Vuoti ja Kokkonen paikkasivat mainiosti. Toisen jakson ratkaisun avaimet löytyivät pienen hehkuttamisen jälkeen. Drocanin jatkuvat hauet, Hämäläisen piristyminen, Grönlundin jopa viisi palikkaa pihalle kahdella viimeisellä heitolla, Vuodin fiiliksen säilyessä ja Kokkosen heittäessä upeasti toiseksi viimeisellä heitolla viisi palikkaa pihalle, kohtuullisesti nelospaikan heittäjältä... Loppujen lopuksi kentälle jäi enää kaksi kyljellään orvon näköisenä makaavaa kyykkää, joten OlPo kumautti räyhäkkään tuloksen, 4 (neljä), toiselta puoliajalta. LSDkin heitti hienosti ja antoi kunnon vastuksen. Erityisen hienosti heitti teinibemarilla paikalle karauttanut Hiltunen.</p><p><br></p><p>Lopputulos 25 - 44 kirjattiin OlPolle ja OlPon voittoputki sai kolmannen lenkkinsä.</p>
Mestarit siirtyivät sarjakärkeen;Mikko Kuusio;2001-01-31;10:03:55;<p>Eilen illalla oli kyykkäkansalle katseltavaa oikein kunnolla eli peräti  neljä ottelua. Mestareiden neljän ottelun viikko alkoi ottelulla Taiston  Penttejä vastaan. Ottelu oli hyvätasoinen, mutta päättyi Mestarien selkeähköön voittoon 14-24 (8-16). Ottelun hahmo oli ex-kapteeni Ahonen, joka pyssytti nelospaikalta tasaisen varman tuloksen.</p><p><br></p><p>Välillä seurattiin kahta muuta ottelua, joissa OlPo kuritti LSD:tä pistein 25-44 ja myös kaksi ottelua illassa pelannut TPNMP, joka jyrkensi liigajumbo KCK:n alamäkeä.</p><p><br></p><p>Illan finaalina oli irkissäkin hehkutettu ja uhottu ottelu LMTVO vs. ITKK-99. Nousujohteisesti pelanneet Luolamiehet ovat varmasti tällä hetkellä yksi liigan pahimmista vastustajista ja sen saivat myös Mestarit kokea. Ottelu tosin ei ollut kovin korkeatasoinen, josta tulos 36-32 (20-21) kertoo, mutta sitäkin jännittävämpi. Mestarit taas  tavoilleen uskollisina pelasivat täysin vastustajan tasolla. Liekkö välissä olleet kaksi peliä kylmettäneet osan pelaajista (allkirjoittanut mukaan lukien) vai vaikuttiko vasuri Jääskeläisen menettäminen sb-treeneihin noinkin paljon joukkueen esitykseen. Ottelusta on vaikeaa noustaa ketään yli muiden, mutta Mestareiden Kuokka ja Latva pelasivat varsin varmasti sekä Luolamiesten Penttinen oli vahva nelospaikalta.</p><p><br></p><p>Torstaina jälleen kolahtaa ja Mestarit saapuvat areenalle hakemaan viikolleen kruunua. Vastaa asettuvat sarjan kakkonen PKMM ja liigajumbo KCK. Mestarit toivottavat kaikki tervetulleeksi ja toivoo faniensa tulevan runsaslukuisana mollaamaan pitkätukkakyykkääjiä.</p>
Divarin B-lohko pelattu;Sami Mannelin, Tero Turtiainen;2001-02-03;15:13:31;<p>Sää suosi divarin B-lohkon otteluita 3.2. Pirteän aurinkoinen kyykkäsää, lämpömittarin pyöriessä 25 asteen tuntumassa, on jo historiallisella NKL kaudella 1998 havaittu ainoaksi oikeaksi kyykkäkeliksi. Silti yleisömäärä jäi huomattavasti viime viikonlopun A-lohkon peleistä.</p><p><br></p><p>Lohkon voittanut kL osoitti oikeaa pelisilmää voittamalla kaikki ottelunsa ja menemällä hienoisena suosikkina jatkopeleihin divarin herruudesta ja paikasta liigakarsintaan.</p><p><br></p><p>Vähemmän akateeminen AMK:n joukkue osoitti olevansa hyvin pelin hengessä mukana ja tasaisen aloituksen myötä selvitti tiensä jatkopeleihin divarifinaaleihin. AMK heitti mm. erätuloksen 12 mutta loppupuolella joukkueen turnauskunto alkoi jo hiukan heikentymään.</p><p><br></p><p>Taiston Pirkkojen joukkue heitti paremmin kuin keskiverto Pentti mutta sekään ei riittänyt B-lohkossa kovin pitkälle. Keskiverto Pentin prototyyppi, Jaska, sen sijaan sai tuomarina toimiessaan kartun jalkaansa PK-69:n erikoishaukiheitolla. Nähtäneenköhän Jaska taas ammattilaiskentillä rollaattorilla kuljetettavana kipsiveistosversiona? Tämä epäonninen tapahtuma jossa vilahti myös punainen kortti auttanee kuitenkin PK-69:ä sponsorineuvotteluissa jotta joukkueen ei tarvitse myydä itseään ensi kaudeksi KC Jokereiksi. Joukkue kunnostautui myös taikatemppujen saralla. Hankeen heitetty karttu kloonautui kahdeksi kartuksi...</p><p><br></p><p>Kahden kiihkeän divariviikonlopun jälkeen jatkossa jännitys vaan tiivistyy kun divarilohkojen kärkijoukkueilla panoksena on pääsy liigakarsintaan ja muillakin on vielä omat koitoksensa lopullisten sijoitusten ja 1. ja 2. divisioonapaikkojen jakamisessa.</p><p><br></p><p>Päivän tulokset:</p><p><br></p><p>HaU - AMK       84-47 (46-22)<BR>PK-69 - AMK     96-39 (57-12)<BR>HaU - TPi       78-76 (37-44)<BR>kL - AMK        48-84 (21-54)<BR>AMK - TPi       70-72 (46-25)<BR>PK-69 - TPi     106-115 (45-55)<BR>kL - TPi        70-77 (15-48)<BR>kL - PK-69      48-80 (29-32)<BR>HaU - PK-69     80-75 (34-41)<BR>kL - HaU        58-96 (28-60)</p>
Mestarit siirtyvät GooM tauolle;Mikko Kuusio;2001-02-05;14:39:00;<p>ITKK-99 oli ryhdistäytynyt SuperWeekendin rökäletappiosta PKMM:ää vastaan ja lähti otteluun revanssi mielessä. ITKK-99 asetti ensimmäiselle jaksolle Kuokka-Jääskeläinen-Latva-Ahonen-kvartetin ja päätti ampua heti kättelyssä kovilla. Ensimmäinen kierros olikin hienoista Mestarien hallintaa varsinkin kun Latva täräytti toisella heitollaan pikkujoulun eli viisi ulos. Toinen heittokierros oli tasaisempi ja tauolle siirryttiin tilanteessa PKMM 25 ja ITKK-99 19.</p><p><br></p><p>Toiselle jaksolle tasoonsa nähden vaisusti aloittanut Kuokka vaihdettiin pois ja allekirjoittanut pääsi kehiin. Kuusio-Latva-Jääskeläinen-Ahonen sai vastaansa muuttamatoman PKMM kokoonpanon Pesonen-Parviainen-Laakkonen-Jäppinen. Mestarit aloittivat taas ensimmäisen kierroksen vahvasti varsinkin kun Jääskeläinen löi tahtia yhden kuusen voimin. Toisella kierroksella PKMM aloitti valtaisan kirin, mutta onneksi muutama hauki tasoitti heidän menoaan. Toinen jakso oli tuloksellisesti ensimmäistä parempi päättyen lukemiin 11-8 ja koko ottelu PKMM - ITKK-99 36-27 (25-19). Ottelussa ITKK-99:n aloittajia lukuunottamatta muut pelasivat kelpo matsin. PKMM:n rintama oli varsin tasainen, mutta se ei aivan riittänyt voittoon.</p><p><br></p><p>Illan toinen ottelu KCK:ta vastaan oli lähes farssi, jota lopputulos 46-60 (26-38) hyvin kuvastaa. Ensimmäisen ottelun toisen jakson vaihdossa ollut Kuokka oli kerännyt selvästi raivoa ja ottelusta tulikin lähes yhden miehen show, muiden tarjoillessa vastustajalle mahdollisuutta kääntää ottelu omaksi edukseen. Ottelun hauet menivät ITKK-99:lle 7-3, mutta onneksi nollaheitot menivät KCK:lle 3-1. Kuokan  tulos ottelussa oli uusi liigan ennätys eli 26 ulosmennyttä kyykkää (52 pistettä). Ahosen pirteä esitys toisella jaksolla takasi lopullisesti voiton Mestareille.</p><p><br></p><p>Mestarit siis siirtyvät ansaitulle(?) GooM- ja amatöörikyykkätauolle kuuden pisteen sarjajohdossa. Pelit jatkuvat viikolla 7 ja alkusarjan lopuissa otteluissa vastaan asettuvat. SMS, LSD ja OlPo. Mestareille riittää 3 pistettä varmistamaan piikkipaikan alkusarjan jälkeen, koska tasapisteissä PKMM:n kanssa ITKK-99 joutuu tyytymään kakkossijaan.</p>
Divarin jatkopelit;NKL;2001-02-05;22:51:12;<p>NKL:n divisioonaotteluiden alkuerät on siis pelattu kuluneina kahtena viikonvaihteena. Rankkaus tulevia koitoksia varten on tehty.</p><p><br></p><p>Divariottelut jatkuvat seuraavasti:<br><table border=0 width='100%' cellspacing=0 cellpadding=0><tr bgcolor=#f0f0f0><td colspan=2>Vko 6 To</td></tr><tr><td colspan=2><b>Divarin jumbofinaali</b><br></td></tr><br><tr><td width='30%'>1830</td><td>Kehir - HaU</td></tr><tr bgcolor=#f0f0f0><td colspan=2>Vko 7 To</td></tr><tr><td colspan=2><b>Ottelut paikasta I divisioonaan</b></td></tr><tr><td width='30%'>1900</td><td>PK69 - KÄN</td></tr><tr><td width='30%'>1930</td><td>TPi - KAK</td></tr><tr><td width='30%' VALIGN='top'>2000</td><td>Sijoitusottelu II divisioonan sijoille 1-2, eli edellisten otteluiden häviäjät.</td></tr><tr bgcolor=#f0f0f0><td colspan=2>Vko 8 To</td></tr><tr><td colspan=2><b>Divarin Play-off</b></td></tr><tr><td width='30%'>1900</td><td>VTTU - AMK</td></tr><tr><td width='30%'>1930</td><td>FKL - kL</td></tr><tr bgcolor=#f0f0f0><td colspan=2>Vko 9 To</td></tr><tr><td colspan=2><b>Divarin Finaali</b></td></tr><tr><td>1900</td><td>Play-off voittajat</td></tr><tr bgcolor=#f0f0f0><td colspan=2>Vko 10 Liigatauko</td></tr><tr bgcolor=#f0f0f0><td colspan=2>Vko 11 Ma, Ke, (Pe)</td></tr><br><tr><td colspan=2><b>Pudotuspelit, jossa divarin voittaja pelaa liigaan pääsystä.</b></td></tr><tr bgcolor=#f0f0f0><td colspan=2>&nbsp\;</td></tr></table></p>
LSD-LMTVO otteluraportti;Teemu Hiltunen;2001-02-06;20:58:22;<p>Nousujohteissa turnauskunnossa oleva LMTVO sai tiistain toisessa pelissä vastaansa tiukassa laitamyötäisessä ajelehtineen LSD:n. Labran vaihtelevat, loogisuuden rajoja uhmanneet pelitulokset aiheuttivat vedonlyöntikertoimien määrittäjille harmaita hiuksia, olivathan pojat viimeisimmän voittonsa jälkeen kärsineet myös kirvelevän tappion selvinpäin. Vaikka nollatoleranssin taikaan ei ollut enää luottaminen, pysyivät pullot piilossa kuitenkin ottelun ajan.</p><p><br></p><p>Luottokapteeni Saarelaisen ollessa sairastuvalla ja kolmen muun pelaajan valvomassa demokratian toteutumista, oli Labran kunnia yhden kentällisen varassa. Tarkkasilmäisimmät näkivät tosin vaihtoaitiossa myös manageri Piiraisen lämmittävän heittokättään, kaiken varalta. LSD:n pelaajamateriaalin henkinen leveys ja räyhäkkä itsetunto tarjosivat jälleen kerran katsojille viihdettä koko pääsylipun hinnan edestä.</p><p><br></p><p>Pelin aloituksesa nähtiin Labran pelaajapalaverissa korostettu strategisen yliotteen merkitys. LMTVO:n pojat saivat esimakua tulevasta, varakapteeni Kemppaisen lingotessa avauksen ivallisesti lähes vastustajan pelaaja-aitioon. Taistelutahtoa loivat myös Labran muut pelaajat antaen samalla LMTVO:lle tasoitusta reilunpuoleisella mitalla. Näyttävästä pelitavastaan huolimatta onnistui LSD jo ensimmäisellä puoliajalla kuromaan reilunpuoleisen pistejohdon. Toiselle puoliajalle saatiin oikeata laitaa siivoamaan ja tuloksia kaunistelemaan vielä luottovasuri Ojanen ja LMTVO:n oli taivuttava yllätyksellisen pelin lopuksi numeroin 26-38 (10-22).</p><p><br></p><p>Pelin luonnetta kuvaa manageri Piiraisen yhteenveto voiton jälkeisessä bakkanaalissa, '<EM>No perkele!</EM>'</p><p><br></p><p>LSD kiittää runsaslukuista faniaan.</p>
Otteluraportti PKMM-OlPo;Marko Parviainen;2001-02-06;23:10:48;<p>Kahden ottelun mittaiseksi venyneen tappioputken jälkeen PKMM:n varakapteeni Laakkonen laittoi pisteen kokoonpanosooloilulle, ja komensi kentälle koko syyskauden pelanneen nelikon Pesonen - Kämäräinen - Parviainen - Laakkonen huolimatta siitä, että oli olemassa tiettyjä epäilyksiä erittäin hitaiden alustojen erikoismiesten sopeutumiskyvystä ultraliukkaalle peilipinnalle. Vaikka kokoonpano oli tuttu ja turvallinen, oli heittojärjestykseen tullut sen verran muutoksia, että perinteinen aloitusheittäjä Pesonen laitettiin kolmospaikalle siivoamaan, ja aloitukseen laitettiin jo kaikkia muita paikkoja kokeillut, vielä 'sitä oikeaa' paikkaa etsivä Parviainen.</p><p><br></p><p>Sitä oikeaa paikkaa Parviainen etsinee vielä aloitusheiton jälkeenkin, vaikka ulos sentään meni kokonainen kyykkä. Onneksi Kämäräinen paikkasi ja OlPo pääsi aloittamaan urakkaansa PKMM:n köyhdytettyä omaa konaansa kymmenellä kyykällä.</p><p><br></p><p>OlPo oli päättänyt lähteä taisteluun kokoonpanolla Hämäläinen - Mälkki - Karinen - Vuoti, joista varsinkin Hämäläisen taidot oli vastapuolen leirissä pantu merkille jo aikaisemmissakin peleissä. Ensimmäinen parivaljakko lahtasi kuusi kyykkää ulos asti ja etulyöntiasema oli hienokseltaan PKMM:llä.</p><p><br></p><p>Pesosen kolmospaikan orientaatio-ongelma näkyi heti ensimmäisessä heitossa. Ottelun haukitili auki, toisella kaksi ulos. Laakkonen varmisteli kolme kyykkää maisemaan. OlPon jälkimmäinen kaksikko siivosi veretseisauttavalla tavalla kenttää 12 kyykän verran, mukaanlukien nelospaikalle harvinainen joulukuusi Vuotin tekemänä.</p><p><br></p><p>Sitten päästiinkin siihen vaiheeseen erää, missä ratkaisut tehdään. Jälkimmäisellä eräpuoliskolla PKMM intoutui sinkoamaan kyykkiä ulos peräti 19 kappaletta päätyen jo varsin kilpailukykyiseen tulokseen. OlPon hieman taantuessa erä kirjattiin metallimiehille 6-13.</p><p><br></p><p>Toiseen erään OlPo vaihtoi Karisen ja Hämäläisen paikkoja, muuten jatkettiin entiseen malliin. Ensimmäiset kaksi heittäjää molemmista joukkueista antoivat kyykille kyytiä isän kädestä, ja jälkimmäisetkin pelasivat sen verran tasaveroisesti, että eroa ei joukkueiden välillä juurikaan ollut.</p><p><br></p><p>Sitten tapahtui jotain, jota ammattipiireissä kutsutaan nimellä 'hämmästyttävää'. Toisen erän jälkimmäisellä puoliskolla käsi alkoi puristamaan karttua yhdellä jos toisellakin pelaajalla. Tuloksena keskimäärin joka toinen karttu ohi, ja yhteensä kahdeksan haukea! Tässä vaiheessa OlPon 'nytlähteevähänriskillä' Hämäläinen teki jopa vastustajaa hetken hämmentäneen taktisen vedon. Nappuloiden vähennyttyä laudalta pieniksi ja yhtenäisiksi muodostelmiksi, Hämäläinen päätti laittaa lisää voimaa kehiin, ja tykitti lähes äänivallin rikkoneen heiton, tosin tyhjään kohtaan kentästä. Moinen strategia hämmenti pasmat totaalisesti PKMM leirissä, Pesonen hukkasi kaksi heittoa haueksi ja ratkaisu jäi Laakkosen varaan. Ensimmäisellään varakapteeni linkaisi yhden kyykän ulos ja kaatoi konasta toisen. Näin varmistetun voiton jälkeen toisen pystyikin jo vetämään näytöstyyliin haueksi. Lopputulos 30-31 PKMM:n eduksi ei toisen jakson osalta imartele juuri ketään.</p><p><br></p><p>Viime torstaisen ottelun jälkeen PKMM:n kapteeni Jäppinen asetti Parviaisen harjoituskieltoon. Syynä tähän oli liiallisen harjoittelun mukanaan tuoma ankara vaihteluväli suorituksissa. Parviainen malttamattomuuksissaan tosin rikkoi tätä määräystä tänään iltapäivällä. Kapteenin kommentti ottelun jälkeen oli: <EM>'Harjoittelukielto oli selkeästi oikea ratkaisu. Jos Parviainen olisi malttanut totella kapteeniaan loppuun asti, olisi tulos ollut vieläkin parempi.'</EM> Parviaisen saamista sanktioista ei ole tähän mennessä vielä vuotanut mitään tietoa.</p><p><br></p><p>Illan toisessa ottelussa Hiltunen voitti LMTVO:n edesauttaen PKMM:n projektia sijoittua kahden parhaan joukkoon.</p>
Otteluraportti KCK-LSD;Sanna Venäläinen;2001-02-14;09:13:20;<p>Ottelussa oli jo vähän pelaamisen tuntua, molemmat joukkueet heittivät ensimmäisessä erässä hyvin, KCK:n ollessa hienoisessa johdossa. KCK pelasi kokoonpanolla Manninen, Hämäläinen, Pulli ja Huhtanen, LSD:n Kemppaista, Hiltusta, Drocania ja Ojasta vastaan. Erä päättyikin kutkuttaviin lukemiin 14-17.</p><p><br></p><p>Toiseen erään mentiin samoilla kokoonpanoilla, KCK:n poliisiketjun edustajat Manninen ja Hämäläinen vapisuttivat vastustajaa lennättämällä kyykkiä tangentin suuntaan. LSD ei kuitenkaan tästä säikähtänyt vaan sinnitteli mukana. Pelin ratkaisua saatiin odottaa miltei viimeisiin heittoihin asti, mutta KCK:n pelaajien onnistuessa viimeisella kierroksella ja LSD:n onnistuessa toiseksi parhaiten, erä päättyi selviin lukemiin 12-28 ja kokonaistulokseksi 26-45.</p><p><br></p><p>KCK:n peleissä on ollut tyypillistä pelaajien tasaisuus, ei selkeää yleisön huudattajaa (Hauki!-huutoja ei lasketa). Näin tälläkin kertaa, Mannisen ja Pullin heittäessä 20 kyykkää ulos ja Hämäläinenkin venyi 15 ulosmenneeseen. Huhtasen epäkiitollinen tehtävä vipona heittäjänä nähtiin myös henkilökohtaisessa tuloksessa 8 ulosmennyttä. Vastapuolen pelaajista täytyy vähän Kemppaista kehaista, 22 ulosmennyttä kyykkää on kelpo suoritus.</p>
Statistiikat osittain online.;NKL;2001-02-15;02:51:28;<p>Osa tilastoista puuttuu viimeisten hifistelyjen ansiosta, mutta oletettavasti näilläkin pääsee alkuun :)</p><p><br></p><p>Tilastotietona kerrottakoon, että liigassa on tällä kaudella tähän päivämäärään (15.2.2001) mennessä heitetty karttua <b>2816</b> kertaa. Näillä heitoilla on tehty kaikkiaan <b>9448</b> pistettä...</p>
Otteluraportti LMTVO-OlPo;Marko Vuoti;2001-02-15;22:18:29;<p>Melkein luistinrataa muistuttavalle Areenalle marssivat vastakkain Luolamiehet sekä amatöörikentille suuntautuneesta korkeanpaikanleiristä hiljalleen palautuva Olvipojat. Mitä lie Tanperelaiset urheilujuomiinsa sekoittaneet, sillä Vuoti ja Karinen joutuivat pelaamaan puolikuntoisina pienten flunssan oireitten painaessa.</p><p><br></p><p>Olvipojat aloittivat kentän liukkaammalta puolelta ja joutuivat tästä hieman kärsimään. OlPo päätyi näissä olosuhteissa tasa-arvokiintiöt melkein täyttävään kokoonpanoon Hämäläinen-Karinen-Jokinen-Mälkki. Tiukan erän jälkeen puoliajalle siirryttiin Luolamiesten hienoisessa johdossa 18-21.</p><p><br></p><p>Toiseen erään Olvipojat muuttivat hieman kokoonpanoa ja nelikko Karinen-Hämäläinen-Mälkki-Vuoti ottivat vastaan haasteen ja lähtivät peliin pelkkä voitto tavoitteenaan. Oli Luolamiesten vuoro kärsiä liukkaammasta kenttäpuoliskosta ja Olvipojat rankaisivatkin tästä kovalla kädellä. OlPon toiseksi paras erätulos 8 varmistikin voiton ja parin tiukasti hävityn ottelun jälkeen OlPo sai taas maistaa voiton makeaa kuohujuomaa.</p>
Divarin lajitteluerät pelattu;NKL;2001-02-16;01:20:43;<p>Torstaina 15.2. pelattiin NKL:n divarin lajitteluerät. <br>I divisioonaan paikkansa lunastivat Taiston Pirkot sekä PK69 KÄN:n ja KAK:n tippuessa Div II:een.</p><p><br></p><p>Ottelut päättyivät seuraavasti:<br></font><br><pre>PK69 - KÄN  39-56 (17-26)<br> TPi - KAK  35-77 (18-39)<br> KÄN - KAK  56-41 (37-21)<br></pre><font class='ARTIKKELI'><br>II divisioonan lopullinen järjestys selviää, kunhan siirretty ottelu Kehir-HaU on pelattu. Ottelun uusi ajankohta on <b>22.2. klo 20.00</b></p><p><br></p><p>Divisioonan jatkopelejä kuvaava ASCII-taiteen Picasso on nähtävissä <u>täällä</u><small><sub>vanha linkki</sub></small>.</p>
NKL:n 10000 piste tehty;NKL;2001-02-20;21:12:13;<p>Liigan 10000:n pisteen heitti LSD:n pelaaja nro #9 <b><i>Teemu Hiltunen</i></b> toisen erän avausheitollaan. Ennen heittoa liigan kokonaispistekertymä oli muhkeat 9996, ja Ammattimiehen tarkkudella heiton jälkeen tasan 10000.<br>Hiltusen henkilökohtainen saldo näistä on 244 pistettä.</p><p><br></p><p>Nationaali Kyykkä Liiga onnittelee suorituksesta, ja kehottaa kyseisen pelaajan omistavaa joukkuetta ryhtymään asianmukaisiin palkitsemistoimenpiteisiin tärkeän rajapyykin saavuttamisesta.</p>
ITKK99 Runkosarjan voittoon;Mikko Kuusio;2001-02-21;18:14:55;<p>Ottelu alkoi tälle kaudelle lähes perinteisen omaisella ITKK99:n hutunkeittovoitolla, jota seurasi suorastaan satanistisen loistava kuutosputki. Kuokka täräytti 6+6, Kuusio heitteli 3+2, Latva ailahteli 0+6 ja Ahonen täydensi ensimmäisen kierroksen tuloksella 1+3. Tilanne oli kahdeksan kartun jälkeen ulosmenneiden osalta murskaava 18-27. Toisella kierroksella ITKK99 keskittyi lopputuloksen sekä haukitilastojen kaunisteluun, ja tauolle siirryttiin tilanteessa 22-4.</p><p><br></p><p>Toisen jakson avausparivaljakkojen heitettyä oli LSD hyvässä vauhdissa, mutta kolmos- ja nelosheittäjän binäärisarjat heikensivät hyvää alkua. Latva-Ahonen akseli heitti 16 kyykkää pihalle, ja loppu olikin tulosten kaunistelua. Latvan kohtalona oli ottaa kunnia ottelun haukikuninkaana, kun toiselle kierrokselle siunaantui peräti  tuplavonkaleet.</p><p><br></p><p>ITKK99 mätti itselleen kauden- ja liigankin ennätystä sivuavan lopputuloksen 10. Labra pelasi molemmat jaksot pisteisiin 22, joten lopputulos 44 oli varsin LSD:mäinen nykykuntoon nähden.</p><p><br></p><p>Ottelun hahmoja olivat tasaisesti omalla tasollaan pelannut Kuokka ja kolmesta hauesta huolimatta 40 pistettä heittänyt Latva. Vastustajilta mainittakoon Kemppaisen kelpo esitys paikalta neljä (34 pistettä). Tähän mahtui yksi joulukuusi ja yksi pikkujoulu (5 pihalle).</p><p><br></p><p>ITKK99 siis varmisti runkosarjan voiton, ja viimeisessä ottelussa ensi viikolla asettuu vastaan nousukuntoa esittänyt OlPo.</p>
